Inventory_ID,Product_ID,Store_ID,Stock,Reorder_Level,Last_Updated,Warehouse_ID,Stock_Status
INV05392,P0015,S043,342,125,2024-04-23,W005,Adequate
INV05393,P0224,S007,239,67,2024-04-11,W013,Adequate
INV05394,P0061,S042,138,149,2024-04-02,W004,Low Stock
INV05395,P0122,S004,1145,173,2024-07-25,W009,Adequate
INV05396,P0277,S069,419,414,2024-08-16,W007,Adequate
INV05397,P0046,S005,1584,341,2024-03-11,W013,Adequate
INV05398,P0453,S075,303,174,2024-12-07,W010,Adequate
INV05399,P0390,S092,114,56,2024-05-15,W007,Adequate
INV05400,P0294,S080,342,72,2024-10-10,W018,Adequate
INV05401,P0062,S041,1274,211,2024-12-03,W018,Adequate
INV05402,P0086,S094,6,166,2024-12-16,W002,Low Stock
INV05403,P0446,S004,730,419,2024-01-17,W001,Adequate
INV05404,P0210,S002,1612,401,2024-08-02,W013,Adequate
INV05405,P0078,S067,178,70,2024-08-31,W002,Adequate
INV05406,P0202,S021,1168,301,2024-04-04,W004,Adequate
INV05407,P0302,S070,415,375,2024-04-30,W009,Adequate
INV05408,P0397,S043,665,480,2024-01-06,W008,Adequate
INV05409,P0223,S082,1144,358,2024-09-24,W018,Adequate
INV05410,P0222,S069,1147,133,2024-03-27,W016,Adequate
INV05411,P0003,S009,149,411,2024-07-07,W004,Low Stock
INV05412,P0478,S084,396,90,2024-04-12,W004,Adequate
INV05413,P0006,S028,380,252,2024-04-13,W018,Adequate
INV05414,P0093,S026,1803,465,2024-10-17,W002,Adequate
INV05415,P0008,S082,838,177,2024-03-07,W011,Adequate
INV05416,P0428,S083,0,191,2024-04-15,W020,Out of Stock
INV05417,P0493,S003,1696,393,2024-09-04,W004,Adequate
INV05418,P0235,S073,243,152,2024-12-13,W014,Adequate
INV05419,P0108,S100,1910,156,2024-07-25,W017,Adequate
INV05420,P0161,S095,1421,66,2024-07-23,W008,Adequate
INV05421,P0209,S049,1274,74,2024-11-14,W001,Adequate
INV05422,P0240,S017,878,113,2024-03-23,W019,Adequate
INV05423,P0331,S063,1599,391,2024-03-22,W019,Adequate
INV05424,P0333,S055,1322,424,2024-10-13,W007,Adequate
INV05425,P0050,S023,759,286,2024-02-06,W001,Adequate
INV05426,P0011,S034,953,225,2024-07-31,W001,Adequate
INV05427,P0351,S069,1320,340,2024-05-12,W010,Adequate
INV05428,P0156,S015,976,342,2024-04-24,W013,Adequate
INV05429,P0492,S047,1987,360,2024-07-29,W005,Adequate
INV05430,P0070,S003,1523,450,2024-05-11,W012,Adequate
INV05431,P0169,S083,1138,205,2024-06-02,W003,Adequate
INV05432,P0272,S028,1830,434,2024-10-20,W019,Adequate
INV05433,P0068,S003,0,102,2024-06-30,W004,Out of Stock
INV05434,P0355,S004,552,122,2024-05-26,W015,Adequate
INV05435,P0252,S088,1708,232,2024-08-09,W013,Adequate
INV05436,P0048,S031,1623,418,2024-10-08,W011,Adequate
INV05437,P0184,S045,481,238,2024-05-06,W002,Adequate
INV05438,P0320,S059,1633,62,2024-11-03,W009,Adequate
INV05439,P0187,S045,599,96,2024-07-21,W012,Adequate
INV05440,P0090,S075,762,497,2024-04-27,W004,Adequate
INV05441,P0446,S037,1533,209,2024-03-01,W019,Adequate
INV05442,P0332,S065,334,333,2024-08-18,W010,Adequate
INV05443,P0139,S009,464,102,2024-05-29,W011,Adequate
INV05444,P0357,S017,1164,336,2024-05-24,W007,Adequate
INV05445,P0089,S065,582,57,2024-04-20,W013,Adequate
INV05446,P0274,S003,136,121,2024-06-15,W009,Adequate
INV05447,P0019,S026,1003,429,2024-07-07,W012,Adequate
INV05448,P0471,S053,1982,147,2024-02-18,W002,Adequate
INV05449,P0311,S031,1634,136,2024-04-16,W001,Adequate
INV05450,P0358,S026,1686,379,2024-04-02,W007,Adequate
INV05451,P0374,S023,949,150,2024-05-03,W001,Adequate
INV05452,P0466,S030,686,330,2024-11-12,W016,Adequate
INV05453,P0154,S010,166,420,2024-05-19,W004,Low Stock
INV05454,P0390,S072,1366,338,2024-11-09,W008,Adequate
INV05455,P0260,S089,1433,286,2024-01-11,W017,Adequate
INV05456,P0108,S064,1792,245,2024-12-26,W019,Adequate
INV05457,P0371,S022,909,440,2024-06-19,W004,Adequate
INV05458,P0285,S015,1759,146,2024-02-05,W004,Adequate
INV05459,P0059,S056,879,499,2024-05-09,W008,Adequate
INV05460,P0125,S074,841,417,2024-12-08,W010,Adequate
INV05461,P0354,S020,64,479,2024-03-01,W016,Low Stock
INV05462,P0273,S047,1604,145,2024-11-29,W019,Adequate
INV05463,P0107,S087,1090,310,2024-02-18,W001,Adequate
INV05464,P0299,S053,432,170,2024-07-04,W005,Adequate
INV05465,P0245,S053,1073,415,2024-08-08,W002,Adequate
INV05466,P0336,S001,1337,322,2024-01-06,W016,Adequate
INV05467,P0450,S002,1332,381,2024-10-26,W013,Adequate
INV05468,P0418,S058,1626,101,2024-06-23,W006,Adequate
INV05469,P0247,S019,114,445,2024-10-05,W004,Low Stock
INV05470,P0008,S062,1909,367,2024-12-19,W007,Adequate
INV05471,P0141,S078,568,212,2024-12-29,W002,Adequate
INV05472,P0362,S072,1365,239,2024-07-22,W010,Adequate
INV05473,P0008,S012,1553,326,2024-04-05,W014,Adequate
INV05474,P0478,S026,1807,134,2024-10-08,W008,Adequate
INV05475,P0352,S027,641,243,2024-05-14,W003,Adequate
INV05476,P0484,S029,494,230,2024-02-02,W003,Adequate
INV05477,P0495,S015,1292,70,2024-03-22,W002,Adequate
INV05478,P0094,S046,940,448,2024-05-27,W017,Adequate
INV05479,P0321,S001,1103,252,2024-04-04,W019,Adequate
INV05480,P0427,S060,1479,251,2024-06-18,W010,Adequate
INV05481,P0039,S092,1322,200,2024-07-29,W012,Adequate
INV05482,P0081,S057,967,433,2024-07-09,W011,Adequate
INV05483,P0187,S003,821,208,2024-01-07,W009,Adequate
INV05484,P0084,S018,201,359,2024-11-09,W013,Low Stock
INV05485,P0088,S052,1526,488,2024-12-07,W006,Adequate
INV05486,P0242,S060,1760,75,2024-02-03,W014,Adequate
INV05487,P0342,S034,1694,358,2024-02-20,W011,Adequate
INV05488,P0093,S096,1739,115,2024-04-29,W005,Adequate
INV05489,P0086,S093,648,472,2024-05-17,W002,Adequate
INV05490,P0044,S089,1508,312,2024-04-15,W007,Adequate
INV05491,P0137,S060,1608,216,2024-10-08,W017,Adequate
INV05492,P0421,S026,559,337,2024-02-01,W006,Adequate
INV05493,P0074,S072,1041,203,2024-05-03,W014,Adequate
INV05494,P0036,S019,477,392,2024-06-18,W004,Adequate
INV05495,P0101,S022,487,255,2024-01-12,W003,Adequate
INV05496,P0476,S093,982,462,2024-06-16,W011,Adequate
INV05497,P0156,S033,778,202,2024-12-08,W001,Adequate
INV05498,P0426,S038,1469,233,2024-03-18,W014,Adequate
INV05499,P0255,S035,339,208,2024-02-03,W006,Adequate
INV05500,P0171,S067,1554,243,2024-07-27,W017,Adequate
INV05501,P0469,S083,611,51,2024-11-21,W017,Adequate
INV05502,P0216,S010,115,264,2024-01-08,W011,Low Stock
INV05503,P0170,S091,1881,224,2024-08-12,W007,Adequate
INV05504,P0252,S015,73,124,2024-08-14,W013,Low Stock
INV05505,P0360,S011,1815,334,2024-06-23,W008,Adequate
INV05506,P0322,S090,1292,176,2024-03-21,W008,Adequate
INV05507,P0055,S024,1660,98,2024-10-08,W009,Adequate
INV05508,P0456,S077,115,81,2024-02-26,W007,Adequate
INV05509,P0432,S096,1709,207,2024-05-14,W009,Adequate
INV05510,P0091,S004,1716,64,2024-08-25,W011,Adequate
INV05511,P0278,S013,1761,367,2024-08-04,W002,Adequate
INV05512,P0101,S073,1692,383,2024-08-14,W018,Adequate
INV05513,P0155,S057,1187,292,2024-01-26,W003,Adequate
INV05514,P0377,S098,1606,66,2024-07-05,W018,Adequate
INV05515,P0349,S037,1245,71,2024-04-27,W016,Adequate
INV05516,P0451,S048,125,293,2024-07-15,W008,Low Stock
INV05517,P0364,S071,656,463,2024-04-25,W008,Adequate
INV05518,P0141,S001,1199,130,2024-10-29,W006,Adequate
INV05519,P0173,S060,1996,193,2024-04-11,W002,Adequate
INV05520,P0010,S012,663,485,2024-06-11,W016,Adequate
INV05521,P0228,S021,1717,57,2024-06-26,W009,Adequate
INV05522,P0265,S011,1398,497,2024-10-06,W019,Adequate
INV05523,P0438,S044,990,216,2024-10-12,W015,Adequate
INV05524,P0248,S058,1017,336,2024-07-30,W002,Adequate
INV05525,P0247,S044,858,317,2024-02-23,W015,Adequate
INV05526,P0155,S078,1521,338,2024-03-07,W011,Adequate
INV05527,P0034,S098,84,235,2024-02-01,W020,Low Stock
INV05528,P0499,S034,1899,61,2024-09-07,W012,Adequate
INV05529,P0129,S025,1406,330,2024-01-08,W015,Adequate
INV05530,P0160,S004,632,471,2024-08-02,W016,Adequate
INV05531,P0089,S064,1664,353,2024-02-15,W006,Adequate
INV05532,P0093,S090,1486,132,2024-03-20,W003,Adequate
INV05533,P0327,S016,450,104,2024-02-04,W006,Adequate
INV05534,P0241,S010,517,180,2024-07-07,W003,Adequate
INV05535,P0323,S066,845,174,2024-03-29,W013,Adequate
INV05536,P0468,S035,694,374,2024-11-30,W012,Adequate
INV05537,P0404,S083,549,468,2024-05-15,W008,Adequate
INV05538,P0117,S006,928,100,2024-02-03,W002,Adequate
INV05539,P0094,S019,115,76,2024-10-07,W007,Adequate
INV05540,P0163,S059,1637,214,2024-04-22,W017,Adequate
INV05541,P0099,S053,1031,449,2024-06-20,W007,Adequate
INV05542,P0113,S008,1241,330,2024-12-04,W001,Adequate
INV05543,P0359,S078,1742,82,2024-02-12,W004,Adequate
INV05544,P0091,S010,1613,111,2024-01-13,W015,Adequate
INV05545,P0346,S067,1903,194,2024-06-22,W004,Adequate
INV05546,P0206,S038,403,220,2024-05-04,W012,Adequate
INV05547,P0017,S029,1590,335,2024-11-27,W016,Adequate
INV05548,P0274,S015,303,346,2024-07-25,W018,Low Stock
INV05549,P0173,S087,1490,166,2024-12-08,W014,Adequate
INV05550,P0116,S023,1975,53,2024-04-13,W014,Adequate
INV05551,P0349,S082,739,115,2024-05-09,W011,Adequate
INV05552,P0468,S046,87,109,2024-02-09,W016,Low Stock
INV05553,P0181,S083,1033,442,2024-01-23,W015,Adequate
INV05554,P0091,S028,307,336,2024-09-08,W006,Low Stock
INV05555,P0082,S026,433,394,2024-11-20,W013,Adequate
INV05556,P0324,S010,801,278,2024-10-16,W017,Adequate
INV05557,P0449,S047,163,149,2024-07-20,W004,Adequate
INV05558,P0114,S004,1262,168,2024-06-03,W012,Adequate
INV05559,P0257,S055,1340,118,2024-02-24,W018,Adequate
INV05560,P0058,S066,995,201,2024-04-15,W008,Adequate
INV05561,P0154,S067,655,329,2024-09-16,W012,Adequate
INV05562,P0365,S007,1358,270,2024-07-18,W004,Adequate
INV05563,P0404,S055,17,478,2024-11-21,W008,Low Stock
INV05564,P0116,S080,1094,272,2024-08-04,W002,Adequate
INV05565,P0343,S031,1198,214,2024-02-16,W004,Adequate
INV05566,P0266,S074,1877,491,2024-04-26,W012,Adequate
INV05567,P0315,S019,1823,260,2024-07-30,W010,Adequate
INV05568,P0203,S028,810,328,2024-06-03,W015,Adequate
INV05569,P0041,S081,338,468,2024-09-19,W009,Low Stock
INV05570,P0105,S028,1959,112,2024-05-30,W009,Adequate
INV05571,P0389,S019,247,423,2024-07-30,W007,Low Stock
INV05572,P0378,S087,1216,419,2024-07-10,W002,Adequate
INV05573,P0193,S020,1442,311,2024-08-30,W007,Adequate
INV05574,P0401,S013,1348,55,2024-04-07,W009,Adequate
INV05575,P0278,S077,305,297,2024-01-29,W018,Adequate
INV05576,P0354,S043,1803,278,2024-07-07,W012,Adequate
INV05577,P0237,S011,203,335,2024-06-20,W007,Low Stock
INV05578,P0425,S048,852,306,2024-07-15,W019,Adequate
INV05579,P0221,S015,1146,112,2024-06-03,W016,Adequate
INV05580,P0068,S017,1593,441,2024-05-19,W008,Adequate
INV05581,P0197,S054,1874,77,2024-10-19,W019,Adequate
INV05582,P0256,S050,446,394,2024-10-16,W006,Adequate
INV05583,P0139,S028,712,466,2024-09-12,W002,Adequate
INV05584,P0312,S083,1514,102,2024-06-12,W002,Adequate
INV05585,P0435,S004,432,301,2024-05-13,W008,Adequate
INV05586,P0149,S022,1647,87,2024-12-17,W010,Adequate
INV05587,P0099,S086,1151,357,2024-11-24,W011,Adequate
INV05588,P0076,S039,1571,383,2024-09-22,W020,Adequate
INV05589,P0282,S034,1769,188,2024-01-29,W020,Adequate
INV05590,P0371,S097,821,435,2024-05-18,W003,Adequate
INV05591,P0403,S044,1070,102,2024-12-13,W016,Adequate
INV05592,P0109,S042,504,143,2024-11-07,W003,Adequate
INV05593,P0188,S040,114,143,2024-03-25,W008,Low Stock
INV05594,P0199,S097,1439,312,2024-09-05,W019,Adequate
INV05595,P0303,S012,1790,372,2024-12-16,W012,Adequate
INV05596,P0327,S002,994,186,2024-11-09,W018,Adequate
INV05597,P0154,S028,222,421,2024-08-20,W013,Low Stock
INV05598,P0040,S074,635,496,2024-11-03,W011,Adequate
INV05599,P0133,S086,1972,305,2024-03-01,W013,Adequate
INV05600,P0405,S081,1526,444,2024-09-29,W003,Adequate
INV05601,P0462,S090,671,86,2024-08-06,W006,Adequate
INV05602,P0132,S067,957,191,2024-10-12,W003,Adequate
INV05603,P0279,S071,932,196,2024-09-05,W001,Adequate
INV05604,P0362,S072,95,57,2024-03-12,W014,Adequate
INV05605,P0084,S084,106,300,2024-10-19,W020,Low Stock
INV05606,P0399,S076,631,184,2024-07-16,W007,Adequate
INV05607,P0242,S099,1636,108,2024-03-20,W009,Adequate
INV05608,P0116,S081,1638,172,2024-05-16,W001,Adequate
INV05609,P0109,S092,1701,496,2024-07-31,W010,Adequate
INV05610,P0221,S010,1949,312,2024-11-22,W013,Adequate
INV05611,P0392,S086,697,169,2024-04-16,W012,Adequate
INV05612,P0041,S057,31,488,2024-07-25,W004,Low Stock
INV05613,P0368,S097,1516,308,2024-05-31,W007,Adequate
INV05614,P0147,S086,65,372,2024-05-12,W010,Low Stock
INV05615,P0112,S037,1202,67,2024-06-14,W007,Adequate
INV05616,P0103,S077,778,350,2024-06-28,W015,Adequate
INV05617,P0046,S091,1466,402,2024-04-30,W019,Adequate
INV05618,P0412,S064,915,141,2024-06-22,W007,Adequate
INV05619,P0494,S079,548,213,2024-11-26,W014,Adequate
INV05620,P0475,S086,200,193,2024-03-08,W014,Adequate
INV05621,P0324,S094,1893,384,2024-07-05,W018,Adequate
INV05622,P0378,S040,48,462,2024-05-17,W010,Low Stock
INV05623,P0271,S098,786,364,2024-12-19,W003,Adequate
INV05624,P0483,S060,950,451,2024-11-03,W006,Adequate
INV05625,P0421,S098,1703,482,2024-11-25,W009,Adequate
INV05626,P0385,S048,262,287,2024-08-25,W014,Low Stock
INV05627,P0195,S099,1156,223,2024-01-18,W008,Adequate
INV05628,P0367,S019,1833,132,2024-03-16,W001,Adequate
INV05629,P0280,S072,343,206,2024-05-30,W003,Adequate
INV05630,P0283,S033,1199,158,2024-04-17,W006,Adequate
INV05631,P0040,S044,1414,227,2024-06-01,W001,Adequate
INV05632,P0447,S092,10,299,2024-11-11,W018,Low Stock
INV05633,P0189,S037,200,302,2024-02-06,W010,Low Stock
INV05634,P0164,S089,944,104,2024-11-28,W017,Adequate
INV05635,P0482,S036,925,204,2024-05-25,W001,Adequate
INV05636,P0477,S081,1832,440,2024-05-05,W008,Adequate
INV05637,P0024,S088,2,140,2024-10-11,W012,Low Stock
INV05638,P0024,S021,1237,388,2024-04-17,W019,Adequate
INV05639,P0490,S002,807,175,2024-10-12,W014,Adequate
INV05640,P0004,S031,1330,386,2024-08-27,W019,Adequate
INV05641,P0323,S097,1567,218,2024-04-11,W017,Adequate
INV05642,P0290,S030,559,188,2024-08-07,W016,Adequate
INV05643,P0441,S076,1350,54,2024-01-07,W019,Adequate
INV05644,P0433,S044,1787,115,2024-08-03,W005,Adequate
INV05645,P0471,S012,198,160,2024-06-17,W019,Adequate
INV05646,P0181,S051,1939,233,2024-03-14,W004,Adequate
INV05647,P0248,S049,1624,317,2024-10-19,W005,Adequate
INV05648,P0116,S024,108,219,2024-01-27,W005,Low Stock
INV05649,P0279,S024,1314,411,2024-10-03,W001,Adequate
INV05650,P0365,S060,107,293,2024-02-12,W018,Low Stock
INV05651,P0069,S011,1431,380,2024-11-02,W015,Adequate
INV05652,P0351,S013,551,187,2024-04-02,W019,Adequate
INV05653,P0254,S091,972,77,2024-03-11,W014,Adequate
INV05654,P0181,S072,51,56,2024-09-25,W006,Low Stock
INV05655,P0318,S074,111,447,2024-04-18,W018,Low Stock
INV05656,P0169,S072,294,382,2024-06-29,W008,Low Stock
INV05657,P0313,S064,1603,366,2024-08-02,W005,Adequate
INV05658,P0249,S020,1212,100,2024-04-23,W008,Adequate
INV05659,P0188,S072,1867,475,2024-07-03,W006,Adequate
INV05660,P0054,S073,1744,185,2024-05-04,W010,Adequate
INV05661,P0326,S071,64,227,2024-04-14,W003,Low Stock
INV05662,P0357,S078,573,178,2024-08-24,W013,Adequate
INV05663,P0313,S028,464,246,2024-05-20,W007,Adequate
INV05664,P0138,S002,257,316,2024-10-19,W004,Low Stock
INV05665,P0168,S043,1669,156,2024-06-06,W013,Adequate
INV05666,P0391,S008,1003,97,2024-09-30,W006,Adequate
INV05667,P0103,S013,633,187,2024-12-06,W016,Adequate
INV05668,P0422,S085,1354,448,2024-04-26,W001,Adequate
INV05669,P0085,S092,1524,152,2024-03-02,W013,Adequate
INV05670,P0317,S035,1706,96,2024-01-24,W002,Adequate
INV05671,P0212,S023,209,202,2024-02-29,W020,Adequate
INV05672,P0003,S046,1831,417,2024-12-27,W019,Adequate
INV05673,P0384,S015,88,55,2024-11-11,W006,Adequate
INV05674,P0179,S002,1702,60,2024-09-21,W011,Adequate
INV05675,P0342,S061,27,66,2024-06-28,W017,Low Stock
INV05676,P0303,S076,237,192,2024-08-19,W009,Adequate
INV05677,P0452,S064,335,321,2024-05-22,W005,Adequate
INV05678,P0476,S052,62,361,2024-11-28,W005,Low Stock
INV05679,P0332,S036,1983,115,2024-09-01,W016,Adequate
INV05680,P0038,S067,1790,469,2024-03-21,W004,Adequate
INV05681,P0499,S069,1931,388,2024-05-05,W020,Adequate
INV05682,P0420,S067,1576,471,2024-05-16,W013,Adequate
INV05683,P0239,S047,499,380,2024-02-25,W017,Adequate
INV05684,P0169,S083,1564,305,2024-07-31,W009,Adequate
INV05685,P0453,S002,790,176,2024-04-03,W013,Adequate
INV05686,P0397,S044,1492,180,2024-10-18,W016,Adequate
INV05687,P0343,S064,591,67,2024-05-07,W020,Adequate
INV05688,P0314,S081,1074,256,2024-08-04,W010,Adequate
INV05689,P0306,S078,1135,138,2024-07-17,W010,Adequate
INV05690,P0030,S028,1896,487,2024-01-20,W020,Adequate
INV05691,P0190,S091,300,292,2024-02-24,W016,Adequate
INV05692,P0357,S054,1113,399,2024-09-02,W020,Adequate
INV05693,P0025,S074,228,66,2024-09-07,W001,Adequate
INV05694,P0112,S067,149,272,2024-02-29,W011,Low Stock
INV05695,P0411,S036,1778,419,2024-06-11,W013,Adequate
INV05696,P0435,S063,1161,412,2024-07-20,W018,Adequate
INV05697,P0206,S025,1158,259,2024-08-14,W005,Adequate
INV05698,P0185,S086,1480,148,2024-05-08,W004,Adequate
INV05699,P0382,S048,1624,62,2024-02-14,W006,Adequate
INV05700,P0496,S039,1517,368,2024-07-15,W015,Adequate
INV05701,P0379,S047,526,319,2024-06-14,W002,Adequate
INV05702,P0047,S094,332,236,2024-09-03,W004,Adequate
INV05703,P0374,S021,1385,469,2024-08-13,W014,Adequate
INV05704,P0228,S030,173,323,2024-10-06,W004,Low Stock
INV05705,P0039,S092,1625,182,2024-09-16,W018,Adequate
INV05706,P0016,S031,1236,63,2024-12-12,W020,Adequate
INV05707,P0022,S026,1366,330,2024-07-15,W016,Adequate
INV05708,P0213,S022,60,93,2024-04-16,W009,Low Stock
INV05709,P0310,S021,1899,426,2024-09-25,W008,Adequate
INV05710,P0149,S001,1755,344,2024-08-19,W011,Adequate
INV05711,P0456,S037,1084,445,2024-04-10,W014,Adequate
INV05712,P0241,S077,818,153,2024-06-08,W017,Adequate
INV05713,P0272,S085,1701,494,2024-04-04,W013,Adequate
INV05714,P0059,S046,523,111,2024-07-25,W008,Adequate
INV05715,P0287,S009,215,102,2024-11-08,W014,Adequate
INV05716,P0426,S017,1612,358,2024-08-22,W011,Adequate
INV05717,P0202,S047,1767,461,2024-11-22,W009,Adequate
INV05718,P0032,S085,623,468,2024-06-02,W008,Adequate
INV05719,P0443,S095,577,167,2024-04-09,W014,Adequate
INV05720,P0162,S059,693,370,2024-08-25,W015,Adequate
INV05721,P0255,S054,422,180,2024-04-16,W001,Adequate
INV05722,P0254,S086,715,348,2024-12-11,W012,Adequate
INV05723,P0009,S012,1446,355,2024-12-29,W005,Adequate
INV05724,P0465,S064,1394,248,2024-05-09,W014,Adequate
INV05725,P0139,S006,1229,442,2024-10-25,W016,Adequate
INV05726,P0480,S053,1309,85,2024-02-12,W019,Adequate
INV05727,P0010,S016,1128,328,2024-03-03,W016,Adequate
INV05728,P0214,S090,753,265,2024-03-13,W007,Adequate
INV05729,P0273,S005,746,123,2024-07-04,W003,Adequate
INV05730,P0324,S073,687,355,2024-04-26,W008,Adequate
INV05731,P0048,S046,722,104,2024-10-30,W014,Adequate
INV05732,P0436,S014,1566,430,2024-01-05,W020,Adequate
INV05733,P0111,S044,746,61,2024-03-16,W003,Adequate
INV05734,P0153,S063,241,132,2024-10-17,W011,Adequate
INV05735,P0123,S094,1514,81,2024-12-14,W014,Adequate
INV05736,P0405,S052,664,457,2024-03-23,W002,Adequate
INV05737,P0357,S026,707,135,2024-02-29,W004,Adequate
INV05738,P0102,S053,1521,281,2024-04-16,W005,Adequate
INV05739,P0241,S029,434,460,2024-04-26,W019,Low Stock
INV05740,P0321,S019,780,494,2024-11-02,W010,Adequate
INV05741,P0191,S047,483,324,2024-12-12,W002,Adequate
INV05742,P0217,S008,1470,250,2024-03-22,W003,Adequate
INV05743,P0051,S023,383,100,2024-11-10,W015,Adequate
INV05744,P0292,S035,1533,369,2024-11-15,W019,Adequate
INV05745,P0081,S095,169,305,2024-12-26,W002,Low Stock
INV05746,P0489,S053,1020,290,2024-05-20,W003,Adequate
INV05747,P0383,S099,949,254,2024-08-09,W012,Adequate
INV05748,P0088,S096,868,435,2024-03-10,W014,Adequate
INV05749,P0194,S058,322,469,2024-01-12,W017,Low Stock
INV05750,P0104,S005,847,433,2024-10-23,W016,Adequate
INV05751,P0271,S016,1497,444,2024-04-14,W017,Adequate
INV05752,P0096,S017,1255,245,2024-07-25,W009,Adequate
INV05753,P0423,S032,695,293,2024-03-05,W003,Adequate
INV05754,P0379,S096,358,369,2024-03-03,W014,Low Stock
INV05755,P0198,S052,1298,50,2024-06-26,W003,Adequate
INV05756,P0001,S020,1965,138,2024-01-08,W006,Adequate
INV05757,P0495,S066,1934,331,2024-06-07,W019,Adequate
INV05758,P0407,S084,31,188,2024-01-11,W013,Low Stock
INV05759,P0378,S082,176,136,2024-09-29,W005,Adequate
INV05760,P0167,S001,916,51,2024-04-04,W001,Adequate
INV05761,P0126,S058,64,398,2024-06-03,W012,Low Stock
INV05762,P0313,S093,1733,217,2024-07-24,W015,Adequate
INV05763,P0081,S093,26,168,2024-04-24,W019,Low Stock
INV05764,P0418,S083,1686,437,2024-03-27,W002,Adequate
INV05765,P0251,S044,1838,129,2024-11-07,W003,Adequate
INV05766,P0169,S006,1502,160,2024-07-15,W007,Adequate
INV05767,P0477,S050,267,214,2024-12-15,W011,Adequate
INV05768,P0073,S072,596,431,2024-04-07,W010,Adequate
INV05769,P0141,S088,1011,494,2024-01-19,W008,Adequate
INV05770,P0070,S020,65,268,2024-11-08,W002,Low Stock
INV05771,P0262,S014,132,54,2024-01-16,W014,Adequate
INV05772,P0340,S005,1928,448,2024-02-14,W013,Adequate
INV05773,P0308,S041,915,264,2024-06-03,W007,Adequate
INV05774,P0245,S040,1389,244,2024-08-18,W009,Adequate
INV05775,P0003,S034,81,331,2024-06-05,W007,Low Stock
INV05776,P0337,S080,1916,55,2024-04-22,W001,Adequate
INV05777,P0063,S045,1854,428,2024-12-24,W001,Adequate
INV05778,P0049,S071,981,349,2024-02-13,W006,Adequate
INV05779,P0076,S080,1351,107,2024-12-30,W001,Adequate
INV05780,P0368,S071,1121,386,2024-12-30,W016,Adequate
INV05781,P0175,S027,584,351,2024-04-19,W003,Adequate
INV05782,P0109,S078,326,151,2024-04-20,W013,Adequate
INV05783,P0183,S078,541,475,2024-08-10,W004,Adequate
INV05784,P0192,S044,1148,97,2024-09-21,W017,Adequate
INV05785,P0065,S033,209,419,2024-09-27,W010,Low Stock
INV05786,P0337,S033,1807,460,2024-07-30,W004,Adequate
INV05787,P0451,S044,1748,325,2024-11-09,W020,Adequate
INV05788,P0474,S020,132,420,2024-09-14,W012,Low Stock
INV05789,P0271,S036,1526,212,2024-09-03,W013,Adequate
INV05790,P0100,S007,156,381,2024-02-24,W004,Low Stock
INV05791,P0032,S032,1582,481,2024-11-04,W016,Adequate
INV05792,P0352,S067,1892,245,2024-12-15,W019,Adequate
INV05793,P0128,S039,874,426,2024-03-12,W007,Adequate
INV05794,P0452,S093,381,485,2024-10-22,W001,Low Stock
INV05795,P0402,S024,1045,414,2024-07-31,W016,Adequate
INV05796,P0369,S086,973,373,2024-10-21,W002,Adequate
INV05797,P0339,S070,1976,181,2024-06-19,W001,Adequate
INV05798,P0043,S088,594,472,2024-09-02,W014,Adequate
INV05799,P0372,S087,1442,454,2024-05-20,W020,Adequate
INV05800,P0419,S054,471,115,2024-04-13,W005,Adequate
INV05801,P0488,S038,233,449,2024-04-14,W015,Low Stock
INV05802,P0078,S074,571,440,2024-08-27,W010,Adequate
INV05803,P0314,S080,1477,132,2024-11-06,W002,Adequate
INV05804,P0289,S075,1723,314,2024-11-16,W011,Adequate
INV05805,P0270,S032,1593,278,2024-10-06,W016,Adequate
INV05806,P0162,S045,770,322,2024-01-22,W019,Adequate
INV05807,P0189,S061,1185,268,2024-03-18,W004,Adequate
INV05808,P0247,S070,300,274,2024-10-27,W010,Adequate
INV05809,P0388,S088,305,162,2024-07-13,W012,Adequate
INV05810,P0216,S097,1,189,2024-11-15,W002,Low Stock
INV05811,P0315,S053,270,234,2024-12-18,W002,Adequate
INV05812,P0413,S051,420,222,2024-01-21,W009,Adequate
INV05813,P0339,S076,1166,425,2024-06-08,W012,Adequate
INV05814,P0390,S056,699,60,2024-08-19,W002,Adequate
INV05815,P0377,S027,863,446,2024-12-26,W018,Adequate
INV05816,P0481,S038,1876,208,2024-10-27,W016,Adequate
INV05817,P0433,S062,959,254,2024-02-13,W019,Adequate
INV05818,P0168,S018,993,279,2024-10-23,W015,Adequate
INV05819,P0339,S064,1759,75,2024-12-17,W016,Adequate
INV05820,P0193,S077,1009,368,2024-06-28,W006,Adequate
INV05821,P0453,S030,878,208,2024-04-10,W015,Adequate
INV05822,P0283,S049,691,327,2024-04-24,W012,Adequate
INV05823,P0336,S041,1558,439,2024-07-31,W012,Adequate
INV05824,P0390,S013,866,197,2024-01-18,W010,Adequate
INV05825,P0488,S034,1060,315,2024-01-27,W015,Adequate
INV05826,P0013,S100,106,132,2024-12-23,W004,Low Stock
INV05827,P0240,S094,1320,468,2024-10-11,W010,Adequate
INV05828,P0320,S025,1764,75,2024-05-28,W019,Adequate
INV05829,P0446,S066,1848,120,2024-10-11,W014,Adequate
INV05830,P0483,S100,1120,86,2024-05-16,W010,Adequate
INV05831,P0147,S018,280,441,2024-07-07,W017,Low Stock
