Sale_ID,Date,Store_ID,Product_ID,Quantity,Sales,Customer_Count,Payment_Method,Year,Month,Day,DayOfWeek,Quarter,Is_Weekend,Season
19099,2025-03-06 18:00:00,S067,P0115,1,791,12,UPI,2025,3,6,3,1,0,Summer
19100,2025-03-06 19:00:00,S019,P0004,10,6811,44,UPI,2025,3,6,3,1,0,Summer
19101,2025-03-06 20:00:00,S001,P0131,18,7126,29,Card,2025,3,6,3,1,0,Summer
19102,2025-03-06 21:00:00,S029,P0227,19,2508,30,UPI,2025,3,6,3,1,0,Summer
19103,2025-03-06 22:00:00,S087,P0128,5,5640,49,UPI,2025,3,6,3,1,0,Summer
19104,2025-03-06 23:00:00,S033,P0009,9,2798,50,Cash,2025,3,6,3,1,0,Summer
19105,2025-03-07 00:00:00,S052,P0324,13,1241,12,UPI,2025,3,7,4,1,0,Summer
19106,2025-03-07 01:00:00,S041,P0118,13,8703,25,Card,2025,3,7,4,1,0,Summer
19107,2025-03-07 02:00:00,S023,P0467,4,3748,14,UPI,2025,3,7,4,1,0,Summer
19108,2025-03-07 03:00:00,S005,P0344,16,8935,24,Card,2025,3,7,4,1,0,Summer
19109,2025-03-07 04:00:00,S071,P0188,4,7314,40,Card,2025,3,7,4,1,0,Summer
19110,2025-03-07 05:00:00,S057,P0139,11,8472,46,Card,2025,3,7,4,1,0,Summer
19111,2025-03-07 06:00:00,S006,P0463,4,3158,4,Cash,2025,3,7,4,1,0,Summer
19112,2025-03-07 07:00:00,S049,P0420,2,5506,41,UPI,2025,3,7,4,1,0,Summer
19113,2025-03-07 08:00:00,S022,P0125,17,2439,48,UPI,2025,3,7,4,1,0,Summer
19114,2025-03-07 09:00:00,S077,P0223,12,2375,15,UPI,2025,3,7,4,1,0,Summer
19115,2025-03-07 10:00:00,S076,P0328,12,9870,36,Card,2025,3,7,4,1,0,Summer
19116,2025-03-07 11:00:00,S004,P0386,8,899,46,Card,2025,3,7,4,1,0,Summer
19117,2025-03-07 12:00:00,S072,P0306,10,2902,11,Cash,2025,3,7,4,1,0,Summer
19118,2025-03-07 13:00:00,S064,P0259,20,3291,5,UPI,2025,3,7,4,1,0,Summer
19119,2025-03-07 14:00:00,S037,P0067,19,5167,7,UPI,2025,3,7,4,1,0,Summer
19120,2025-03-07 15:00:00,S031,P0085,17,4738,44,Card,2025,3,7,4,1,0,Summer
19121,2025-03-07 16:00:00,S037,P0371,4,6233,13,Card,2025,3,7,4,1,0,Summer
19122,2025-03-07 17:00:00,S045,P0062,13,6666,27,UPI,2025,3,7,4,1,0,Summer
19123,2025-03-07 18:00:00,S090,P0460,13,4373,18,Card,2025,3,7,4,1,0,Summer
19124,2025-03-07 19:00:00,S008,P0014,19,2813,29,UPI,2025,3,7,4,1,0,Summer
19125,2025-03-07 20:00:00,S040,P0122,2,2397,39,Card,2025,3,7,4,1,0,Summer
19126,2025-03-07 21:00:00,S097,P0279,13,3952,49,Card,2025,3,7,4,1,0,Summer
19127,2025-03-07 22:00:00,S093,P0123,16,1758,42,Cash,2025,3,7,4,1,0,Summer
19128,2025-03-07 23:00:00,S005,P0077,13,8195,48,UPI,2025,3,7,4,1,0,Summer
19129,2025-03-08 00:00:00,S028,P0272,4,5851,39,Card,2025,3,8,5,1,1,Summer
19130,2025-03-08 01:00:00,S081,P0465,20,9314,40,UPI,2025,3,8,5,1,1,Summer
19131,2025-03-08 02:00:00,S087,P0146,9,6502,15,Cash,2025,3,8,5,1,1,Summer
19132,2025-03-08 03:00:00,S009,P0269,12,2968,2,UPI,2025,3,8,5,1,1,Summer
19133,2025-03-08 04:00:00,S002,P0381,6,7488,17,Cash,2025,3,8,5,1,1,Summer
19134,2025-03-08 05:00:00,S063,P0056,6,1323,10,UPI,2025,3,8,5,1,1,Summer
19135,2025-03-08 06:00:00,S096,P0218,6,4796,40,UPI,2025,3,8,5,1,1,Summer
19136,2025-03-08 07:00:00,S051,P0173,13,1169,10,Card,2025,3,8,5,1,1,Summer
19137,2025-03-08 08:00:00,S031,P0040,4,5254,45,UPI,2025,3,8,5,1,1,Summer
19138,2025-03-08 09:00:00,S007,P0359,17,1453,3,UPI,2025,3,8,5,1,1,Summer
19139,2025-03-08 10:00:00,S030,P0159,3,8126,25,UPI,2025,3,8,5,1,1,Summer
19140,2025-03-08 11:00:00,S058,P0360,8,1030,30,Cash,2025,3,8,5,1,1,Summer
19141,2025-03-08 12:00:00,S003,P0465,1,9973,10,Cash,2025,3,8,5,1,1,Summer
19142,2025-03-08 13:00:00,S051,P0032,18,6197,12,UPI,2025,3,8,5,1,1,Summer
19143,2025-03-08 14:00:00,S056,P0248,20,7216,20,UPI,2025,3,8,5,1,1,Summer
19144,2025-03-08 15:00:00,S073,P0129,19,3329,25,Cash,2025,3,8,5,1,1,Summer
19145,2025-03-08 16:00:00,S010,P0291,1,9184,16,UPI,2025,3,8,5,1,1,Summer
19146,2025-03-08 17:00:00,S061,P0036,5,6354,40,UPI,2025,3,8,5,1,1,Summer
19147,2025-03-08 18:00:00,S050,P0467,19,6067,12,Card,2025,3,8,5,1,1,Summer
19148,2025-03-08 19:00:00,S047,P0348,1,5324,40,Cash,2025,3,8,5,1,1,Summer
19149,2025-03-08 20:00:00,S090,P0066,17,1317,11,Cash,2025,3,8,5,1,1,Summer
19150,2025-03-08 21:00:00,S001,P0285,1,9469,46,UPI,2025,3,8,5,1,1,Summer
19151,2025-03-08 22:00:00,S094,P0427,4,9298,47,Cash,2025,3,8,5,1,1,Summer
19152,2025-03-08 23:00:00,S057,P0157,5,8297,36,Card,2025,3,8,5,1,1,Summer
19153,2025-03-09 00:00:00,S038,P0043,8,8122,30,Card,2025,3,9,6,1,1,Summer
19154,2025-03-09 01:00:00,S062,P0275,15,5156,20,Card,2025,3,9,6,1,1,Summer
19155,2025-03-09 02:00:00,S079,P0121,13,1425,1,UPI,2025,3,9,6,1,1,Summer
19156,2025-03-09 03:00:00,S089,P0192,7,9594,50,Card,2025,3,9,6,1,1,Summer
19157,2025-03-09 04:00:00,S070,P0476,14,8271,49,Cash,2025,3,9,6,1,1,Summer
19158,2025-03-09 05:00:00,S082,P0354,4,6272,9,Cash,2025,3,9,6,1,1,Summer
19159,2025-03-09 06:00:00,S065,P0031,18,5464,12,UPI,2025,3,9,6,1,1,Summer
19160,2025-03-09 07:00:00,S062,P0357,18,780,25,Card,2025,3,9,6,1,1,Summer
19161,2025-03-09 08:00:00,S056,P0019,2,2192,3,UPI,2025,3,9,6,1,1,Summer
19162,2025-03-09 09:00:00,S067,P0480,17,2133,19,UPI,2025,3,9,6,1,1,Summer
19163,2025-03-09 10:00:00,S017,P0285,16,1839,12,Cash,2025,3,9,6,1,1,Summer
19164,2025-03-09 11:00:00,S008,P0073,6,2190,19,UPI,2025,3,9,6,1,1,Summer
19165,2025-03-09 12:00:00,S060,P0391,20,6965,22,UPI,2025,3,9,6,1,1,Summer
19166,2025-03-09 13:00:00,S040,P0442,14,1304,3,UPI,2025,3,9,6,1,1,Summer
19167,2025-03-09 14:00:00,S081,P0076,19,7892,19,Card,2025,3,9,6,1,1,Summer
19168,2025-03-09 15:00:00,S089,P0188,1,5489,34,Cash,2025,3,9,6,1,1,Summer
19169,2025-03-09 16:00:00,S062,P0179,12,4611,20,Cash,2025,3,9,6,1,1,Summer
19170,2025-03-09 17:00:00,S041,P0479,16,8276,29,Cash,2025,3,9,6,1,1,Summer
19171,2025-03-09 18:00:00,S012,P0338,9,6637,25,Card,2025,3,9,6,1,1,Summer
19172,2025-03-09 19:00:00,S093,P0476,20,1123,35,Cash,2025,3,9,6,1,1,Summer
19173,2025-03-09 20:00:00,S089,P0306,16,8852,43,Cash,2025,3,9,6,1,1,Summer
19174,2025-03-09 21:00:00,S100,P0405,13,5354,12,UPI,2025,3,9,6,1,1,Summer
19175,2025-03-09 22:00:00,S054,P0137,1,3760,3,Card,2025,3,9,6,1,1,Summer
19176,2025-03-09 23:00:00,S089,P0162,3,2295,41,Card,2025,3,9,6,1,1,Summer
19177,2025-03-10 00:00:00,S093,P0290,15,2099,30,UPI,2025,3,10,0,1,0,Summer
19178,2025-03-10 01:00:00,S011,P0047,16,6223,5,Cash,2025,3,10,0,1,0,Summer
19179,2025-03-10 02:00:00,S060,P0024,14,6239,41,Card,2025,3,10,0,1,0,Summer
19180,2025-03-10 03:00:00,S068,P0336,1,8809,2,Card,2025,3,10,0,1,0,Summer
19181,2025-03-10 04:00:00,S078,P0284,1,9075,30,UPI,2025,3,10,0,1,0,Summer
19182,2025-03-10 05:00:00,S046,P0174,5,8219,10,UPI,2025,3,10,0,1,0,Summer
19183,2025-03-10 06:00:00,S038,P0307,5,8898,30,Cash,2025,3,10,0,1,0,Summer
19184,2025-03-10 07:00:00,S061,P0367,8,5127,33,Card,2025,3,10,0,1,0,Summer
19185,2025-03-10 08:00:00,S017,P0483,1,2367,37,UPI,2025,3,10,0,1,0,Summer
19186,2025-03-10 09:00:00,S066,P0262,18,7114,8,Cash,2025,3,10,0,1,0,Summer
19187,2025-03-10 10:00:00,S072,P0230,1,5420,5,Card,2025,3,10,0,1,0,Summer
19188,2025-03-10 11:00:00,S036,P0191,14,5980,32,Card,2025,3,10,0,1,0,Summer
19189,2025-03-10 12:00:00,S074,P0118,11,7635,47,UPI,2025,3,10,0,1,0,Summer
19190,2025-03-10 13:00:00,S007,P0053,10,5744,26,UPI,2025,3,10,0,1,0,Summer
19191,2025-03-10 14:00:00,S100,P0192,18,1494,9,Cash,2025,3,10,0,1,0,Summer
19192,2025-03-10 15:00:00,S016,P0436,10,827,17,UPI,2025,3,10,0,1,0,Summer
19193,2025-03-10 16:00:00,S014,P0060,19,5104,28,UPI,2025,3,10,0,1,0,Summer
19194,2025-03-10 17:00:00,S080,P0425,13,9186,40,Card,2025,3,10,0,1,0,Summer
19195,2025-03-10 18:00:00,S025,P0011,9,9253,10,Cash,2025,3,10,0,1,0,Summer
19196,2025-03-10 19:00:00,S004,P0260,9,1562,26,UPI,2025,3,10,0,1,0,Summer
19197,2025-03-10 20:00:00,S029,P0270,8,5689,23,Cash,2025,3,10,0,1,0,Summer
19198,2025-03-10 21:00:00,S056,P0141,13,6542,45,UPI,2025,3,10,0,1,0,Summer
19199,2025-03-10 22:00:00,S006,P0143,7,3463,14,Cash,2025,3,10,0,1,0,Summer
19200,2025-03-10 23:00:00,S001,P0113,2,7812,3,Cash,2025,3,10,0,1,0,Summer
19201,2025-03-11 00:00:00,S039,P0264,19,9979,30,Card,2025,3,11,1,1,0,Summer
19202,2025-03-11 01:00:00,S001,P0491,1,7199,40,Cash,2025,3,11,1,1,0,Summer
19203,2025-03-11 02:00:00,S063,P0344,11,4090,22,Card,2025,3,11,1,1,0,Summer
19204,2025-03-11 03:00:00,S057,P0011,1,3994,3,UPI,2025,3,11,1,1,0,Summer
19205,2025-03-11 04:00:00,S067,P0368,17,8820,44,Card,2025,3,11,1,1,0,Summer
19206,2025-03-11 05:00:00,S065,P0099,19,1202,19,Cash,2025,3,11,1,1,0,Summer
19207,2025-03-11 06:00:00,S065,P0473,8,8560,34,Cash,2025,3,11,1,1,0,Summer
19208,2025-03-11 07:00:00,S021,P0023,9,7688,13,Card,2025,3,11,1,1,0,Summer
19209,2025-03-11 08:00:00,S030,P0239,15,6949,46,Cash,2025,3,11,1,1,0,Summer
19210,2025-03-11 09:00:00,S096,P0109,8,5674,3,Card,2025,3,11,1,1,0,Summer
19211,2025-03-11 10:00:00,S033,P0263,3,2838,8,Card,2025,3,11,1,1,0,Summer
19212,2025-03-11 11:00:00,S048,P0325,17,4222,36,UPI,2025,3,11,1,1,0,Summer
19213,2025-03-11 12:00:00,S022,P0160,18,5591,47,UPI,2025,3,11,1,1,0,Summer
19214,2025-03-11 13:00:00,S094,P0220,11,5748,7,Cash,2025,3,11,1,1,0,Summer
19215,2025-03-11 14:00:00,S054,P0172,11,7242,7,UPI,2025,3,11,1,1,0,Summer
19216,2025-03-11 15:00:00,S004,P0387,2,6251,4,UPI,2025,3,11,1,1,0,Summer
19217,2025-03-11 16:00:00,S087,P0094,16,5410,4,UPI,2025,3,11,1,1,0,Summer
19218,2025-03-11 17:00:00,S055,P0122,3,1341,41,Card,2025,3,11,1,1,0,Summer
19219,2025-03-11 18:00:00,S044,P0300,13,8323,48,UPI,2025,3,11,1,1,0,Summer
19220,2025-03-11 19:00:00,S089,P0197,13,8251,18,Card,2025,3,11,1,1,0,Summer
19221,2025-03-11 20:00:00,S012,P0051,20,6805,43,Card,2025,3,11,1,1,0,Summer
19222,2025-03-11 21:00:00,S081,P0317,20,4499,36,Card,2025,3,11,1,1,0,Summer
19223,2025-03-11 22:00:00,S079,P0307,19,4055,4,Card,2025,3,11,1,1,0,Summer
19224,2025-03-11 23:00:00,S074,P0417,17,7992,23,UPI,2025,3,11,1,1,0,Summer
19225,2025-03-12 00:00:00,S099,P0020,20,5885,31,Cash,2025,3,12,2,1,0,Summer
19226,2025-03-12 01:00:00,S052,P0030,18,9117,32,Card,2025,3,12,2,1,0,Summer
19227,2025-03-12 02:00:00,S093,P0377,14,7223,28,Card,2025,3,12,2,1,0,Summer
19228,2025-03-12 03:00:00,S076,P0300,2,537,32,UPI,2025,3,12,2,1,0,Summer
19229,2025-03-12 04:00:00,S065,P0470,16,9939,37,UPI,2025,3,12,2,1,0,Summer
19230,2025-03-12 05:00:00,S065,P0086,8,7175,4,UPI,2025,3,12,2,1,0,Summer
19231,2025-03-12 06:00:00,S010,P0230,10,7292,16,UPI,2025,3,12,2,1,0,Summer
19232,2025-03-12 07:00:00,S018,P0157,16,9472,9,UPI,2025,3,12,2,1,0,Summer
19233,2025-03-12 08:00:00,S047,P0405,7,9469,22,Cash,2025,3,12,2,1,0,Summer
19234,2025-03-12 09:00:00,S066,P0466,6,1070,26,Card,2025,3,12,2,1,0,Summer
19235,2025-03-12 10:00:00,S049,P0181,4,8111,2,UPI,2025,3,12,2,1,0,Summer
19236,2025-03-12 11:00:00,S072,P0112,3,2190,41,Card,2025,3,12,2,1,0,Summer
19237,2025-03-12 12:00:00,S022,P0139,11,8298,11,Cash,2025,3,12,2,1,0,Summer
19238,2025-03-12 13:00:00,S086,P0010,10,5228,15,Cash,2025,3,12,2,1,0,Summer
19239,2025-03-12 14:00:00,S026,P0291,14,1870,37,Cash,2025,3,12,2,1,0,Summer
19240,2025-03-12 15:00:00,S090,P0410,5,1207,28,Card,2025,3,12,2,1,0,Summer
19241,2025-03-12 16:00:00,S009,P0379,2,923,20,UPI,2025,3,12,2,1,0,Summer
19242,2025-03-12 17:00:00,S021,P0370,13,8026,3,Card,2025,3,12,2,1,0,Summer
19243,2025-03-12 18:00:00,S095,P0428,18,2978,5,UPI,2025,3,12,2,1,0,Summer
19244,2025-03-12 19:00:00,S063,P0238,3,9380,25,Card,2025,3,12,2,1,0,Summer
19245,2025-03-12 20:00:00,S006,P0132,11,6743,37,Cash,2025,3,12,2,1,0,Summer
19246,2025-03-12 21:00:00,S014,P0330,6,8041,4,UPI,2025,3,12,2,1,0,Summer
19247,2025-03-12 22:00:00,S033,P0185,3,5617,12,UPI,2025,3,12,2,1,0,Summer
19248,2025-03-12 23:00:00,S071,P0295,1,8257,28,Cash,2025,3,12,2,1,0,Summer
19249,2025-03-13 00:00:00,S024,P0208,6,9225,5,Cash,2025,3,13,3,1,0,Summer
19250,2025-03-13 01:00:00,S073,P0250,6,9407,39,UPI,2025,3,13,3,1,0,Summer
19251,2025-03-13 02:00:00,S075,P0425,8,2812,44,UPI,2025,3,13,3,1,0,Summer
19252,2025-03-13 03:00:00,S087,P0350,3,5329,22,UPI,2025,3,13,3,1,0,Summer
19253,2025-03-13 04:00:00,S051,P0323,13,5638,15,Card,2025,3,13,3,1,0,Summer
19254,2025-03-13 05:00:00,S002,P0482,17,1736,20,Card,2025,3,13,3,1,0,Summer
19255,2025-03-13 06:00:00,S015,P0089,14,4086,10,Cash,2025,3,13,3,1,0,Summer
19256,2025-03-13 07:00:00,S035,P0358,3,5483,48,Card,2025,3,13,3,1,0,Summer
19257,2025-03-13 08:00:00,S036,P0362,4,9400,36,Cash,2025,3,13,3,1,0,Summer
19258,2025-03-13 09:00:00,S092,P0036,3,8006,48,Card,2025,3,13,3,1,0,Summer
19259,2025-03-13 10:00:00,S039,P0004,15,5377,22,UPI,2025,3,13,3,1,0,Summer
19260,2025-03-13 11:00:00,S004,P0234,11,6568,7,UPI,2025,3,13,3,1,0,Summer
19261,2025-03-13 12:00:00,S064,P0330,2,9669,37,Cash,2025,3,13,3,1,0,Summer
19262,2025-03-13 13:00:00,S074,P0269,13,2165,40,Card,2025,3,13,3,1,0,Summer
19263,2025-03-13 14:00:00,S006,P0070,16,6641,6,Cash,2025,3,13,3,1,0,Summer
19264,2025-03-13 15:00:00,S057,P0007,6,7849,24,Cash,2025,3,13,3,1,0,Summer
19265,2025-03-13 16:00:00,S030,P0156,15,3255,34,UPI,2025,3,13,3,1,0,Summer
19266,2025-03-13 17:00:00,S099,P0443,4,8195,21,Cash,2025,3,13,3,1,0,Summer
19267,2025-03-13 18:00:00,S074,P0378,15,1179,37,UPI,2025,3,13,3,1,0,Summer
19268,2025-03-13 19:00:00,S096,P0293,17,8931,34,Card,2025,3,13,3,1,0,Summer
19269,2025-03-13 20:00:00,S067,P0399,12,7927,42,Card,2025,3,13,3,1,0,Summer
19270,2025-03-13 21:00:00,S090,P0286,2,5568,2,Cash,2025,3,13,3,1,0,Summer
19271,2025-03-13 22:00:00,S015,P0360,5,8816,13,UPI,2025,3,13,3,1,0,Summer
19272,2025-03-13 23:00:00,S017,P0074,12,6032,22,UPI,2025,3,13,3,1,0,Summer
19273,2025-03-14 00:00:00,S091,P0012,9,6643,47,UPI,2025,3,14,4,1,0,Summer
19274,2025-03-14 01:00:00,S018,P0337,10,5072,44,Card,2025,3,14,4,1,0,Summer
19275,2025-03-14 02:00:00,S019,P0112,18,7065,46,UPI,2025,3,14,4,1,0,Summer
19276,2025-03-14 03:00:00,S076,P0030,5,5436,45,UPI,2025,3,14,4,1,0,Summer
19277,2025-03-14 04:00:00,S088,P0385,1,704,32,Cash,2025,3,14,4,1,0,Summer
19278,2025-03-14 05:00:00,S069,P0036,2,5241,40,Card,2025,3,14,4,1,0,Summer
19279,2025-03-14 06:00:00,S024,P0488,3,7806,35,Cash,2025,3,14,4,1,0,Summer
19280,2025-03-14 07:00:00,S091,P0379,8,3577,10,Card,2025,3,14,4,1,0,Summer
19281,2025-03-14 08:00:00,S048,P0344,12,3577,18,UPI,2025,3,14,4,1,0,Summer
19282,2025-03-14 09:00:00,S030,P0230,10,9031,22,UPI,2025,3,14,4,1,0,Summer
19283,2025-03-14 10:00:00,S015,P0277,19,6233,37,UPI,2025,3,14,4,1,0,Summer
19284,2025-03-14 11:00:00,S047,P0106,12,3544,28,Card,2025,3,14,4,1,0,Summer
19285,2025-03-14 12:00:00,S044,P0288,4,3296,12,Cash,2025,3,14,4,1,0,Summer
19286,2025-03-14 13:00:00,S098,P0250,4,3702,16,Cash,2025,3,14,4,1,0,Summer
19287,2025-03-14 14:00:00,S027,P0063,4,9571,38,Card,2025,3,14,4,1,0,Summer
19288,2025-03-14 15:00:00,S084,P0466,9,885,31,Cash,2025,3,14,4,1,0,Summer
19289,2025-03-14 16:00:00,S064,P0397,20,6971,40,Card,2025,3,14,4,1,0,Summer
19290,2025-03-14 17:00:00,S041,P0421,3,4540,38,Card,2025,3,14,4,1,0,Summer
19291,2025-03-14 18:00:00,S096,P0044,18,897,11,Card,2025,3,14,4,1,0,Summer
19292,2025-03-14 19:00:00,S068,P0149,1,3742,4,Cash,2025,3,14,4,1,0,Summer
19293,2025-03-14 20:00:00,S005,P0402,7,3287,7,Card,2025,3,14,4,1,0,Summer
19294,2025-03-14 21:00:00,S053,P0488,8,4872,41,UPI,2025,3,14,4,1,0,Summer
19295,2025-03-14 22:00:00,S008,P0046,7,4615,7,Cash,2025,3,14,4,1,0,Summer
19296,2025-03-14 23:00:00,S022,P0175,12,6449,24,Card,2025,3,14,4,1,0,Summer
19297,2025-03-15 00:00:00,S007,P0154,3,8459,13,Card,2025,3,15,5,1,1,Summer
19298,2025-03-15 01:00:00,S022,P0261,4,9742,17,Cash,2025,3,15,5,1,1,Summer
19299,2025-03-15 02:00:00,S046,P0133,5,2814,34,Cash,2025,3,15,5,1,1,Summer
19300,2025-03-15 03:00:00,S030,P0287,1,9762,21,UPI,2025,3,15,5,1,1,Summer
19301,2025-03-15 04:00:00,S016,P0156,10,5237,41,Cash,2025,3,15,5,1,1,Summer
19302,2025-03-15 05:00:00,S079,P0497,3,4088,34,Cash,2025,3,15,5,1,1,Summer
19303,2025-03-15 06:00:00,S005,P0333,6,6685,9,Card,2025,3,15,5,1,1,Summer
19304,2025-03-15 07:00:00,S067,P0241,3,2447,20,Card,2025,3,15,5,1,1,Summer
19305,2025-03-15 08:00:00,S023,P0331,5,6690,18,UPI,2025,3,15,5,1,1,Summer
19306,2025-03-15 09:00:00,S061,P0127,20,909,10,UPI,2025,3,15,5,1,1,Summer
19307,2025-03-15 10:00:00,S074,P0193,2,6531,23,Cash,2025,3,15,5,1,1,Summer
19308,2025-03-15 11:00:00,S005,P0472,20,7313,30,Card,2025,3,15,5,1,1,Summer
19309,2025-03-15 12:00:00,S023,P0269,20,4104,3,UPI,2025,3,15,5,1,1,Summer
19310,2025-03-15 13:00:00,S079,P0122,11,2792,46,Cash,2025,3,15,5,1,1,Summer
19311,2025-03-15 14:00:00,S082,P0146,19,1106,38,Cash,2025,3,15,5,1,1,Summer
19312,2025-03-15 15:00:00,S025,P0152,6,7142,17,Cash,2025,3,15,5,1,1,Summer
19313,2025-03-15 16:00:00,S008,P0157,1,6871,19,UPI,2025,3,15,5,1,1,Summer
19314,2025-03-15 17:00:00,S095,P0156,19,6792,44,Cash,2025,3,15,5,1,1,Summer
19315,2025-03-15 18:00:00,S021,P0102,20,4252,21,Cash,2025,3,15,5,1,1,Summer
19316,2025-03-15 19:00:00,S002,P0429,10,3057,22,Cash,2025,3,15,5,1,1,Summer
19317,2025-03-15 20:00:00,S022,P0373,12,7847,18,Card,2025,3,15,5,1,1,Summer
19318,2025-03-15 21:00:00,S072,P0470,16,6879,15,Card,2025,3,15,5,1,1,Summer
19319,2025-03-15 22:00:00,S087,P0340,5,3169,4,Card,2025,3,15,5,1,1,Summer
19320,2025-03-15 23:00:00,S096,P0252,4,5493,31,UPI,2025,3,15,5,1,1,Summer
19321,2025-03-16 00:00:00,S072,P0267,2,3677,5,UPI,2025,3,16,6,1,1,Summer
19322,2025-03-16 01:00:00,S068,P0307,5,2015,45,Card,2025,3,16,6,1,1,Summer
19323,2025-03-16 02:00:00,S064,P0059,14,7375,26,UPI,2025,3,16,6,1,1,Summer
19324,2025-03-16 03:00:00,S094,P0340,14,7731,41,UPI,2025,3,16,6,1,1,Summer
19325,2025-03-16 04:00:00,S019,P0105,13,4455,24,Card,2025,3,16,6,1,1,Summer
19326,2025-03-16 05:00:00,S087,P0269,18,5766,10,UPI,2025,3,16,6,1,1,Summer
19327,2025-03-16 06:00:00,S082,P0047,17,3737,33,UPI,2025,3,16,6,1,1,Summer
19328,2025-03-16 07:00:00,S053,P0088,13,7018,7,Card,2025,3,16,6,1,1,Summer
19329,2025-03-16 08:00:00,S093,P0171,17,7808,44,Card,2025,3,16,6,1,1,Summer
19330,2025-03-16 09:00:00,S087,P0152,16,6937,30,Card,2025,3,16,6,1,1,Summer
19331,2025-03-16 10:00:00,S097,P0176,4,7323,2,Card,2025,3,16,6,1,1,Summer
19332,2025-03-16 11:00:00,S052,P0319,16,6934,47,Card,2025,3,16,6,1,1,Summer
19333,2025-03-16 12:00:00,S047,P0145,4,4006,28,UPI,2025,3,16,6,1,1,Summer
19334,2025-03-16 13:00:00,S082,P0325,6,8875,24,Card,2025,3,16,6,1,1,Summer
19335,2025-03-16 14:00:00,S054,P0310,16,8203,47,Cash,2025,3,16,6,1,1,Summer
19336,2025-03-16 15:00:00,S044,P0222,10,1930,28,Card,2025,3,16,6,1,1,Summer
19337,2025-03-16 16:00:00,S097,P0398,7,1567,27,Card,2025,3,16,6,1,1,Summer
19338,2025-03-16 17:00:00,S007,P0015,2,5621,31,Cash,2025,3,16,6,1,1,Summer
19339,2025-03-16 18:00:00,S092,P0457,10,5165,14,UPI,2025,3,16,6,1,1,Summer
19340,2025-03-16 19:00:00,S001,P0462,16,9556,30,UPI,2025,3,16,6,1,1,Summer
19341,2025-03-16 20:00:00,S063,P0138,8,9061,32,UPI,2025,3,16,6,1,1,Summer
19342,2025-03-16 21:00:00,S098,P0250,9,3349,49,UPI,2025,3,16,6,1,1,Summer
19343,2025-03-16 22:00:00,S039,P0150,13,6358,34,Card,2025,3,16,6,1,1,Summer
19344,2025-03-16 23:00:00,S019,P0351,20,6587,10,Card,2025,3,16,6,1,1,Summer
19345,2025-03-17 00:00:00,S031,P0269,8,7942,47,UPI,2025,3,17,0,1,0,Summer
19346,2025-03-17 01:00:00,S077,P0081,14,5942,46,Card,2025,3,17,0,1,0,Summer
19347,2025-03-17 02:00:00,S024,P0065,10,2640,35,UPI,2025,3,17,0,1,0,Summer
19348,2025-03-17 03:00:00,S069,P0142,9,8734,39,Card,2025,3,17,0,1,0,Summer
19349,2025-03-17 04:00:00,S087,P0300,2,5870,37,Cash,2025,3,17,0,1,0,Summer
19350,2025-03-17 05:00:00,S083,P0423,12,8779,29,Card,2025,3,17,0,1,0,Summer
19351,2025-03-17 06:00:00,S065,P0419,16,1614,10,UPI,2025,3,17,0,1,0,Summer
19352,2025-03-17 07:00:00,S033,P0247,1,9989,16,Card,2025,3,17,0,1,0,Summer
19353,2025-03-17 08:00:00,S059,P0373,13,3240,11,UPI,2025,3,17,0,1,0,Summer
19354,2025-03-17 09:00:00,S033,P0193,15,4678,32,Card,2025,3,17,0,1,0,Summer
19355,2025-03-17 10:00:00,S032,P0283,10,1052,49,Card,2025,3,17,0,1,0,Summer
19356,2025-03-17 11:00:00,S059,P0254,15,3368,42,UPI,2025,3,17,0,1,0,Summer
19357,2025-03-17 12:00:00,S092,P0173,20,3358,33,Card,2025,3,17,0,1,0,Summer
19358,2025-03-17 13:00:00,S041,P0313,6,1560,42,UPI,2025,3,17,0,1,0,Summer
19359,2025-03-17 14:00:00,S012,P0278,17,8722,49,Card,2025,3,17,0,1,0,Summer
19360,2025-03-17 15:00:00,S073,P0290,3,4231,47,Cash,2025,3,17,0,1,0,Summer
19361,2025-03-17 16:00:00,S011,P0393,2,3495,50,Cash,2025,3,17,0,1,0,Summer
19362,2025-03-17 17:00:00,S097,P0306,15,1119,42,Card,2025,3,17,0,1,0,Summer
19363,2025-03-17 18:00:00,S019,P0310,8,5670,11,UPI,2025,3,17,0,1,0,Summer
19364,2025-03-17 19:00:00,S054,P0186,16,2585,36,Card,2025,3,17,0,1,0,Summer
19365,2025-03-17 20:00:00,S057,P0356,12,7098,50,Card,2025,3,17,0,1,0,Summer
19366,2025-03-17 21:00:00,S042,P0496,19,5279,1,Cash,2025,3,17,0,1,0,Summer
19367,2025-03-17 22:00:00,S098,P0224,12,3621,9,Card,2025,3,17,0,1,0,Summer
19368,2025-03-17 23:00:00,S071,P0062,13,5454,1,UPI,2025,3,17,0,1,0,Summer
19369,2025-03-18 00:00:00,S031,P0422,1,5568,36,Card,2025,3,18,1,1,0,Summer
19370,2025-03-18 01:00:00,S052,P0084,13,4219,27,UPI,2025,3,18,1,1,0,Summer
19371,2025-03-18 02:00:00,S002,P0027,4,3355,9,Cash,2025,3,18,1,1,0,Summer
19372,2025-03-18 03:00:00,S083,P0381,19,8226,26,Card,2025,3,18,1,1,0,Summer
19373,2025-03-18 04:00:00,S038,P0320,13,9507,28,UPI,2025,3,18,1,1,0,Summer
